Shipment Number,Shipper,Consignee,Origin,Destination,Transhipments count,Sending Agent,Receiving Agent,Sales Rep,TEU,Incitement,Transport Mode,Direction,Shipment Type,ETD,ETA,ATD,ATA,Total Transit Days,Total Estimated Transit Days,Delay Days,Late/Early
SHP116756,Tata Motors Ltd,Star Imports Ltd,Kolkata,Miami,3,Greenline Agency,Ocean Bridge,S. Kumar,1,FOB,Sea,Export,FCL,03-06-2025,02-07-2025,06-06-2025,16-07-2025,36,29,7,Late Arrival
SHP116757,Reliance Exports,Euro Retail GmbH,Nhava Sheva,Long Beach,3,Value Carry Pvt Ltd,Gujarat Links,P. Desai,4,FCA,Sea,Export,FCL,31-05-2024,04-07-2024,01-06-2024,15-07-2024,40,34,6,Late Arrival
SHP116758,ITC Ltd,Bharat Pharma Exports,New York,Nhava Sheva,3,Greenline Agency,EuroLogistics,M. Tandon,1,CIP,Sea,Import,LCL,18-01-2026,28-02-2026,19-01-2026,11-03-2026,48,41,7,Late Arrival
SHP116759,Max Pharma Ltd,ABC Imports Pvt Ltd,Yokohama,Nhava Sheva,2,FastShip Ocean,Kanto Broker,V. Sinha,1,DAP,Sea,Import,LCL,13-02-2024,15-03-2024,13-02-2024,27-03-2024,39,31,8,Late Arrival
SHP116760,Adani Exports,AmeriTech LLC,Jebel Ali,Mumbai,2,Pacific Marine,Gujarat Links,M. Tandon,1,FOB,Sea,Import,FCL,15-10-2024,12-11-2024,18-10-2024,24-11-2024,30,28,2,Late Arrival
SHP116761,Reliance Exports,Global Traders LLP,Visakhapatnam,Busan,2,Value Carry Pvt Ltd,Bluedart Cargo,V. Sinha,1,FOB,Sea,Export,LCL,27-08-2025,17-09-2025,27-08-2025,25-09-2025,28,21,7,Late Arrival
SHP116762,Max Pharma Ltd,AmeriTech LLC,Tokyo,Nhava Sheva,2,Value Carry Pvt Ltd,Ocean Bridge,V. Sinha,2,DAP,Sea,Import,LCL,09-12-2024,06-01-2025,09-12-2024,09-01-2025,28,28,0,On Time
SHP116763,Tata Motors Ltd,ABC Imports Pvt Ltd,Miami,Cochin,3,Shree Logi Agency,Gujarat Links,S. Kumar,1,DAP,Sea,Import,LCL,20-07-2024,27-08-2024,21-07-2024,12-09-2024,51,38,13,Late Arrival
SHP116764,Godrej Agrovet,XYZ Automotives,Nhava Sheva,Jeddah,2,Value Carry Pvt Ltd,Bengal Marine,P. Desai,2,CIF,Sea,Export,LCL,27-12-2024,18-01-2025,29-12-2024,04-02-2025,36,22,14,Late Arrival
SHP116765,Bharat Steel,Global Traders LLP,Shanghai,Kolkata,2,Shree Logi Agency,Bluedart Cargo,D. Sharma,1,DAP,Sea,Import,LCL,02-09-2025,18-09-2025,04-09-2025,24-09-2025,18,16,2,Late Arrival
SHP116766,Max Pharma Ltd,ABC Imports Pvt Ltd,Mumbai,Tokyo,2,GT Air Express,Bengal Marine,R. Goenka,1,FOB,Air,Export,Parcel,22-04-2025,26-04-2025,23-04-2025,30-04-2025,7,4,3,Late Arrival
SHP116767,Larsen & Toubro,Sun Drug Co Ltd,New York,Mundra,3,Greenline Agency,Bluedart Cargo,V. Sinha,1,DDP,Sea,Import,FCL,04-04-2025,17-05-2025,05-04-2025,21-06-2025,59,43,16,Late Arrival
SHP116768,Reliance Exports,AmeriTech LLC,Chennai,Paris,1,GT Air Express,Ocean Bridge,A. Joshi,1,FCA,Air,Export,Parcel,03-02-2025,05-02-2025,03-02-2025,05-02-2025,2,2,0,On Time
SHP116769,ITC Ltd,Euro Retail GmbH,Kolkata,Hamburg,3,Shree Logi Agency,Bengal Marine,P. Desai,1,EXW,Sea,Export,FCL,12-03-2026,08-04-2026,12-03-2026,24-04-2026,38,27,11,Late Arrival
SHP116770,Godrej Agrovet,Global Traders LLP,Chennai,Singapore,3,Pacific Marine,Deko Freight,A. Joshi,2,DDP,Sea,Export,FCL,23-04-2025,18-05-2025,23-04-2025,03-06-2025,39,25,14,Late Arrival
SHP116771,Larsen & Toubro,Sun Drug Co Ltd,Jebel Ali,Cochin,2,South Freight,Bluedart Cargo,D. Sharma,1,EXW,Sea,Import,FCL,03-01-2025,29-01-2025,04-01-2025,11-02-2025,36,26,10,Late Arrival
SHP116772,Marico Ltd,XYZ Automotives,Sohar,Nhava Sheva,2,South Freight,Gujarat Links,R. Goenka,1,CIF,Sea,Import,FCL,17-07-2025,21-08-2025,18-07-2025,29-08-2025,36,35,1,Late Arrival
SHP116773,Mahindra Agritech,Fresh Foods Inc,Kolkata,Dallas,1,Shree Logi Agency,Deko Freight,R. Goenka,1,CIF,Air,Export,Parcel,17-07-2024,18-07-2024,22-07-2024,23-07-2024,1,1,0,On Time
SHP116774,Mahindra Agritech,Global Traders LLP,Visakhapatnam,Charleston,3,FastShip Ocean,Gujarat Links,P. Desai,1,CIP,Sea,Export,FCL,24-02-2024,30-03-2024,29-02-2024,13-04-2024,36,35,1,Late Arrival
SHP116775,Max Pharma Ltd,Star Imports Ltd,Salalah,Mumbai,1,FastShip Ocean,Kanto Broker,R. Goenka,2,CIF,Sea,Import,FCL,15-07-2024,27-07-2024,16-07-2024,28-07-2024,12,12,0,On Time
SHP116776,Reliance Exports,Bharat Pharma Exports,Sohar,Nhava Sheva,2,Greenline Agency,Deko Freight,V. Sinha,1,FCA,Sea,Import,FCL,11-05-2025,01-06-2025,12-05-2025,08-06-2025,26,21,5,Late Arrival
SHP116777,Larsen & Toubro,Fresh Foods Inc,Nhava Sheva,Kaohsiung,3,South Freight,Gujarat Links,D. Sharma,1,EXW,Sea,Export,FCL,01-01-2026,22-01-2026,01-01-2026,06-02-2026,30,21,9,Late Arrival
SHP116778,Larsen & Toubro,Euro Retail GmbH,Visakhapatnam,Seattle,3,GT Air Express,Deko Freight,R. Goenka,2,CIP,Sea,Export,LCL,06-05-2025,08-06-2025,09-05-2025,27-06-2025,36,33,3,Late Arrival
SHP116779,ITC Ltd,XYZ Automotives,Nhava Sheva,Jeddah,2,Shree Logi Agency,Bengal Marine,P. Desai,2,CIP,Sea,Export,LCL,08-11-2024,01-12-2024,09-11-2024,16-12-2024,35,23,12,Late Arrival
SHP116780,Tata Motors Ltd,Global Traders LLP,Tuticorin,New York,3,Value Carry Pvt Ltd,Ocean Bridge,V. Sinha,1,FOB,Sea,Export,FCL,27-12-2024,20-01-2025,28-12-2024,12-02-2025,43,24,19,Late Arrival
SHP116781,ITC Ltd,Star Imports Ltd,Miami,Tuticorin,3,Pacific Marine,Kanto Broker,D. Sharma,1,FOB,Sea,Import,FCL,19-02-2025,25-03-2025,22-02-2025,08-04-2025,42,34,8,Late Arrival
SHP116782,Max Pharma Ltd,XYZ Automotives,New York,Tuticorin,3,GT Air Express,Gujarat Links,V. Sinha,1,FOB,Sea,Import,FCL,24-02-2024,28-03-2024,25-02-2024,11-04-2024,44,33,11,Late Arrival
SHP116783,Godrej Agrovet,AmeriTech LLC,Tokyo,Cochin,2,Value Carry Pvt Ltd,Gujarat Links,M. Tandon,1,DAP,Air,Import,Parcel,20-11-2024,23-11-2024,20-11-2024,24-11-2024,3,3,0,On Time
SHP116784,ITC Ltd,Sun Drug Co Ltd,Tuticorin,Frankfurt,1,Value Carry Pvt Ltd,Gujarat Links,R. Goenka,1,EXW,Air,Export,Parcel,06-01-2026,07-01-2026,08-01-2026,09-01-2026,1,1,0,On Time
SHP116785,ITC Ltd,ABC Imports Pvt Ltd,Gioia Tauro,Cochin,1,South Freight,Ocean Bridge,S. Kumar,1,CIF,Sea,Import,FCL,02-01-2026,18-01-2026,02-01-2026,20-01-2026,18,16,2,Late Arrival
SHP116786,Mahindra Agritech,ABC Imports Pvt Ltd,Charleston,Kolkata,3,Greenline Agency,Gujarat Links,S. Kumar,1,EXW,Sea,Import,FCL,04-11-2024,29-11-2024,06-11-2024,08-12-2024,29,25,4,Late Arrival
SHP116787,Bharat Steel,ABC Imports Pvt Ltd,Mumbai,Chicago,1,South Freight,Bengal Marine,V. Sinha,1,FOB,Air,Export,Parcel,20-08-2025,21-08-2025,21-08-2025,22-08-2025,1,1,0,On Time
SHP116788,Larsen & Toubro,Euro Retail GmbH,Mundra,Savannah,3,Pacific Marine,Deko Freight,V. Sinha,2,DAP,Sea,Export,LCL,19-01-2024,09-02-2024,20-01-2024,22-02-2024,30,21,9,Late Arrival
SHP116789,Bharat Steel,AmeriTech LLC,Kolkata,Seattle,3,GT Air Express,Gujarat Links,R. Goenka,1,CIF,Sea,Export,FCL,13-04-2024,16-05-2024,13-04-2024,22-05-2024,37,33,4,Late Arrival
SHP116790,Marico Ltd,ABC Imports Pvt Ltd,Cochin,Kaohsiung,3,GT Air Express,Bengal Marine,M. Tandon,1,EXW,Sea,Export,FCL,14-12-2025,17-01-2026,14-12-2025,23-01-2026,38,34,4,Late Arrival
SHP116791,Reliance Exports,Sun Drug Co Ltd,Tuticorin,Jeddah,2,South Freight,Bengal Marine,D. Sharma,1,EXW,Sea,Export,FCL,22-04-2025,11-05-2025,22-04-2025,22-05-2025,25,19,6,Late Arrival
SHP116792,Reliance Exports,XYZ Automotives,Baltimore,Cochin,3,FastShip Ocean,EuroLogistics,P. Desai,1,FOB,Sea,Import,FCL,13-02-2026,18-03-2026,14-02-2026,29-03-2026,40,33,7,Late Arrival
SHP116793,Bharat Steel,Star Imports Ltd,Visakhapatnam,Hamburg,3,Shree Logi Agency,EuroLogistics,S. Kumar,1,DAP,Sea,Export,FCL,19-02-2025,11-03-2025,19-02-2025,21-03-2025,28,20,8,Late Arrival
SHP116794,Godrej Agrovet,Star Imports Ltd,Oakland,Mumbai,3,GT Air Express,Deko Freight,M. Tandon,1,DDP,Sea,Import,FCL,26-04-2025,25-05-2025,26-04-2025,07-06-2025,39,29,10,Late Arrival
SHP116795,Max Pharma Ltd,Fresh Foods Inc,Kolkata,Oakland,3,Pacific Marine,Deko Freight,S. Kumar,1,CIP,Sea,Export,FCL,02-01-2024,31-01-2024,03-01-2024,17-02-2024,36,29,7,Late Arrival
SHP116796,Max Pharma Ltd,Pacific Foods Ltd,Cochin,Hong Kong,2,GT Air Express,EuroLogistics,V. Sinha,4,EXW,Sea,Export,FCL,20-12-2025,07-01-2026,24-12-2025,17-01-2026,22,18,4,Late Arrival
SHP116797,Mahindra Agritech,XYZ Automotives,Tanger Med,Visakhapatnam,1,Shree Logi Agency,Gujarat Links,R. Goenka,1,EXW,Sea,Import,LCL,11-01-2026,26-01-2026,11-01-2026,03-02-2026,23,15,8,Late Arrival
SHP116798,Marico Ltd,ABC Imports Pvt Ltd,Tuticorin,Felixstowe,3,Value Carry Pvt Ltd,Deko Freight,M. Tandon,2,CIF,Sea,Export,FCL,17-07-2025,09-08-2025,19-07-2025,18-08-2025,26,23,3,Late Arrival
SHP116799,Mahindra Agritech,ABC Imports Pvt Ltd,Mundra,Dammam,2,Shree Logi Agency,Deko Freight,S. Kumar,2,FOB,Sea,Export,FCL,12-10-2024,30-10-2024,15-10-2024,11-11-2024,26,18,8,Late Arrival
SHP116800,Larsen & Toubro,Pacific Foods Ltd,Cochin,Norfolk,3,Greenline Agency,Bluedart Cargo,D. Sharma,1,CIF,Sea,Export,FCL,13-04-2025,13-05-2025,14-04-2025,05-06-2025,47,30,17,Late Arrival
SHP116801,Tata Motors Ltd,AmeriTech LLC,Mumbai,Shanghai,2,FastShip Ocean,Deko Freight,V. Sinha,2,FCA,Sea,Export,FCL,02-02-2026,26-02-2026,03-02-2026,11-03-2026,35,24,11,Late Arrival
SHP116802,Max Pharma Ltd,Star Imports Ltd,Tuticorin,Antwerp,3,South Freight,Bengal Marine,D. Sharma,1,EXW,Sea,Export,FCL,25-03-2025,17-04-2025,25-03-2025,16-05-2025,45,23,22,Late Arrival
SHP116803,ITC Ltd,Star Imports Ltd,Cochin,London,1,FastShip Ocean,Gujarat Links,P. Desai,1,CIF,Air,Export,Parcel,18-02-2026,19-02-2026,18-02-2026,21-02-2026,3,1,2,Late Arrival
SHP116804,Max Pharma Ltd,Global Traders LLP,Nhava Sheva,Tokyo,3,Greenline Agency,EuroLogistics,R. Goenka,1,DAP,Sea,Export,FCL,16-01-2024,17-02-2024,17-01-2024,29-02-2024,39,32,7,Late Arrival
SHP116805,Bharat Steel,AmeriTech LLC,Nhava Sheva,Miami,3,FastShip Ocean,Kanto Broker,P. Desai,2,CIP,Sea,Export,FCL,30-11-2024,30-12-2024,30-11-2024,08-01-2025,33,30,3,Late Arrival
SHP116806,Bharat Steel,ABC Imports Pvt Ltd,Tanjung Pelepas,Mumbai,2,South Freight,Gujarat Links,S. Kumar,1,DDP,Sea,Import,LCL,17-02-2026,04-03-2026,19-02-2026,13-03-2026,17,15,2,Late Arrival
SHP116807,Godrej Agrovet,Euro Retail GmbH,Chennai,Antwerp,3,Greenline Agency,Gujarat Links,D. Sharma,1,EXW,Sea,Export,LCL,07-10-2025,25-10-2025,09-10-2025,04-11-2025,22,18,4,Late Arrival
SHP116808,Mahindra Agritech,ABC Imports Pvt Ltd,Chennai,Charleston,3,South Freight,Gujarat Links,D. Sharma,1,CIF,Sea,Export,FCL,24-06-2025,18-07-2025,25-06-2025,24-07-2025,25,24,1,Late Arrival
SHP116809,Adani Exports,Star Imports Ltd,Hong Kong,Tuticorin,1,South Freight,EuroLogistics,S. Kumar,1,FOB,Air,Import,Parcel,28-01-2024,29-01-2024,28-01-2024,30-01-2024,2,1,1,Late Arrival
SHP116810,Reliance Exports,ABC Imports Pvt Ltd,Busan,Mundra,2,South Freight,EuroLogistics,D. Sharma,2,DAP,Sea,Import,FCL,20-08-2025,03-09-2025,20-08-2025,07-09-2025,15,14,1,Late Arrival
SHP116811,Tata Motors Ltd,Fresh Foods Inc,Valencia,Chennai,3,FastShip Ocean,Ocean Bridge,P. Desai,1,DDP,Sea,Import,FCL,05-10-2025,27-10-2025,10-10-2025,08-11-2025,23,22,1,Late Arrival
SHP116812,ITC Ltd,Global Traders LLP,Cochin,Salalah,1,GT Air Express,Ocean Bridge,R. Goenka,1,EXW,Sea,Export,FCL,21-12-2025,31-12-2025,23-12-2025,12-01-2026,20,10,10,Late Arrival
SHP116813,Larsen & Toubro,Global Traders LLP,Chennai,Tokyo,3,Pacific Marine,Gujarat Links,A. Joshi,1,CIP,Sea,Export,FCL,29-05-2024,30-06-2024,29-05-2024,23-07-2024,48,32,16,Late Arrival
SHP116814,Adani Exports,Euro Retail GmbH,Kolkata,Los Angeles,3,GT Air Express,Bluedart Cargo,V. Sinha,1,CIP,Sea,Export,FCL,22-02-2024,21-03-2024,24-02-2024,27-04-2024,55,28,27,Late Arrival
SHP116815,Larsen & Toubro,AmeriTech LLC,Dammam,Mumbai,2,Value Carry Pvt Ltd,Gujarat Links,V. Sinha,4,FCA,Sea,Import,LCL,06-09-2025,22-09-2025,08-09-2025,26-09-2025,17,16,1,Late Arrival
SHP116816,ITC Ltd,Bharat Pharma Exports,Tuticorin,Port Said,1,GT Air Express,Kanto Broker,A. Joshi,1,CIF,Sea,Export,FCL,09-05-2024,17-05-2024,13-05-2024,20-05-2024,7,8,-1,Early Arrival
SHP116817,Mahindra Agritech,Global Traders LLP,Tuticorin,Savannah,3,Shree Logi Agency,Ocean Bridge,M. Tandon,1,DDP,Sea,Export,LCL,15-12-2025,07-01-2026,15-12-2025,22-01-2026,31,23,8,Late Arrival
SHP116818,Tata Motors Ltd,Bharat Pharma Exports,Kolkata,Rotterdam,3,Greenline Agency,Ocean Bridge,R. Goenka,1,CIP,Sea,Export,LCL,29-02-2024,22-03-2024,10-03-2024,07-04-2024,22,22,0,On Time
SHP116819,Tata Motors Ltd,AmeriTech LLC,Kaohsiung,Cochin,2,South Freight,Bengal Marine,D. Sharma,2,FOB,Sea,Import,LCL,22-12-2024,06-01-2025,29-12-2024,24-01-2025,16,15,1,Late Arrival
SHP116820,Tata Motors Ltd,ABC Imports Pvt Ltd,Cochin,Tanjung Pelepas,3,Pacific Marine,Gujarat Links,D. Sharma,1,CIF,Sea,Export,FCL,20-12-2024,23-01-2025,21-12-2024,03-03-2025,64,34,30,Late Arrival
SHP116821,Bharat Steel,Star Imports Ltd,Visakhapatnam,Salalah,1,South Freight,Bengal Marine,R. Goenka,2,FOB,Sea,Export,FCL,28-10-2024,11-11-2024,28-10-2024,11-11-2024,14,14,0,On Time
SHP116822,Marico Ltd,Global Traders LLP,Nhava Sheva,Baltimore,3,Pacific Marine,Kanto Broker,A. Joshi,1,FOB,Sea,Export,FCL,28-02-2024,20-03-2024,29-02-2024,01-04-2024,25,21,4,Late Arrival
SHP116823,Reliance Exports,AmeriTech LLC,Jebel Ali,Nhava Sheva,2,Greenline Agency,Kanto Broker,D. Sharma,1,FCA,Sea,Import,LCL,20-03-2026,11-04-2026,20-03-2026,15-04-2026,24,22,2,Late Arrival
SHP116824,Tata Motors Ltd,Star Imports Ltd,Frankfurt,Visakhapatnam,1,Greenline Agency,Deko Freight,R. Goenka,1,FCA,Air,Import,Parcel,26-02-2026,01-03-2026,26-02-2026,01-03-2026,3,3,0,On Time
SHP116825,Adani Exports,XYZ Automotives,Port Said,Nhava Sheva,1,Shree Logi Agency,Bluedart Cargo,D. Sharma,4,CIF,Sea,Import,FCL,19-01-2026,31-01-2026,20-01-2026,03-02-2026,14,12,2,Late Arrival
SHP116826,Tata Motors Ltd,Pacific Foods Ltd,Visakhapatnam,Miami,3,Greenline Agency,Gujarat Links,R. Goenka,1,FOB,Sea,Export,LCL,02-08-2024,28-08-2024,02-08-2024,08-09-2024,33,26,7,Late Arrival
SHP116827,Tata Motors Ltd,Sun Drug Co Ltd,Chennai,New York,3,GT Air Express,Bengal Marine,D. Sharma,1,FOB,Sea,Export,FCL,15-05-2024,06-06-2024,17-05-2024,19-06-2024,24,22,2,Late Arrival
SHP116828,Tata Motors Ltd,ABC Imports Pvt Ltd,Tuticorin,Tacoma,3,Greenline Agency,Bluedart Cargo,A. Joshi,2,DAP,Sea,Export,FCL,25-04-2024,21-05-2024,26-04-2024,08-06-2024,36,26,10,Late Arrival
SHP116829,Tata Motors Ltd,ABC Imports Pvt Ltd,Mundra,Rotterdam,3,Shree Logi Agency,Kanto Broker,A. Joshi,2,DDP,Sea,Export,FCL,02-02-2024,25-02-2024,02-02-2024,04-03-2024,27,23,4,Late Arrival
SHP116830,ITC Ltd,Euro Retail GmbH,Mundra,London,1,GT Air Express,Gujarat Links,D. Sharma,1,FOB,Air,Export,Parcel,20-01-2026,23-01-2026,20-01-2026,23-01-2026,3,3,0,On Time
SHP116831,ITC Ltd,Euro Retail GmbH,Dammam,Tuticorin,2,Value Carry Pvt Ltd,Kanto Broker,V. Sinha,2,DAP,Sea,Import,FCL,22-06-2025,04-07-2025,22-06-2025,15-07-2025,21,12,9,Late Arrival
SHP116832,Bharat Steel,Bharat Pharma Exports,Mumbai,Tanjung Pelepas,3,GT Air Express,EuroLogistics,P. Desai,1,EXW,Sea,Export,FCL,14-04-2024,24-05-2024,14-04-2024,09-06-2024,52,40,12,Late Arrival
SHP116833,Mahindra Agritech,Global Traders LLP,Kolkata,Long Beach,3,Value Carry Pvt Ltd,Gujarat Links,A. Joshi,1,CIF,Sea,Export,FCL,14-03-2025,18-04-2025,14-03-2025,03-05-2025,43,35,8,Late Arrival
SHP116834,Godrej Agrovet,Global Traders LLP,Chennai,Jebel Ali,2,South Freight,Kanto Broker,D. Sharma,1,FOB,Sea,Export,FCL,04-04-2024,14-04-2024,04-04-2024,23-04-2024,13,10,3,Late Arrival
SHP116835,Adani Exports,Bharat Pharma Exports,Mumbai,Busan,2,FastShip Ocean,Bluedart Cargo,V. Sinha,1,EXW,Sea,Export,FCL,06-02-2024,17-02-2024,06-02-2024,20-02-2024,13,11,2,Late Arrival
SHP116836,Tata Motors Ltd,Fresh Foods Inc,Jebel Ali,Tuticorin,2,Pacific Marine,Deko Freight,D. Sharma,1,CIF,Sea,Import,LCL,19-12-2024,11-01-2025,20-12-2024,14-01-2025,24,23,1,Late Arrival
SHP116837,Max Pharma Ltd,Fresh Foods Inc,Kolkata,Colombo,1,Greenline Agency,Bluedart Cargo,P. Desai,2,EXW,Sea,Export,FCL,18-09-2025,22-09-2025,19-09-2025,24-09-2025,5,4,1,Late Arrival
SHP116838,Marico Ltd,Star Imports Ltd,Charleston,Mundra,3,Value Carry Pvt Ltd,EuroLogistics,S. Kumar,1,DAP,Sea,Import,LCL,05-01-2024,28-01-2024,05-01-2024,26-02-2024,39,23,16,Late Arrival
SHP116839,ITC Ltd,AmeriTech LLC,Visakhapatnam,Salalah,1,Value Carry Pvt Ltd,Bluedart Cargo,S. Kumar,2,DDP,Sea,Export,FCL,24-02-2024,10-03-2024,28-02-2024,17-03-2024,18,15,3,Late Arrival
SHP116840,ITC Ltd,Bharat Pharma Exports,Savannah,Nhava Sheva,3,South Freight,Gujarat Links,V. Sinha,1,CIP,Sea,Import,FCL,30-09-2024,07-11-2024,30-09-2024,20-11-2024,48,38,10,Late Arrival
SHP116841,Mahindra Agritech,Bharat Pharma Exports,Mumbai,Paris,1,Greenline Agency,Deko Freight,A. Joshi,1,DDP,Air,Export,Parcel,25-12-2025,28-12-2025,27-12-2025,30-12-2025,3,3,0,On Time
SHP116842,Mahindra Agritech,XYZ Automotives,Mundra,Colombo,1,Shree Logi Agency,Deko Freight,P. Desai,2,DDP,Sea,Export,FCL,16-01-2025,20-01-2025,18-01-2025,22-01-2025,4,4,0,On Time
SHP116843,Max Pharma Ltd,AmeriTech LLC,Cochin,Hong Kong,2,GT Air Express,Deko Freight,V. Sinha,1,FCA,Sea,Export,FCL,14-12-2024,30-12-2024,14-12-2024,04-01-2025,20,16,4,Late Arrival
SHP116844,Bharat Steel,Sun Drug Co Ltd,Visakhapatnam,Sohar,2,Value Carry Pvt Ltd,Kanto Broker,P. Desai,1,CIP,Sea,Export,LCL,01-10-2024,20-10-2024,03-10-2024,20-11-2024,47,19,28,Late Arrival
SHP116845,Adani Exports,ABC Imports Pvt Ltd,Port Said,Nhava Sheva,1,Pacific Marine,Bengal Marine,S. Kumar,1,DDP,Sea,Import,LCL,02-04-2025,18-04-2025,02-04-2025,19-04-2025,17,16,1,Late Arrival
SHP116846,Bharat Steel,AmeriTech LLC,Kolkata,Colombo,1,Pacific Marine,Bengal Marine,S. Kumar,1,CIF,Sea,Export,LCL,03-02-2026,06-02-2026,03-02-2026,07-02-2026,4,3,1,Late Arrival
SHP116847,ITC Ltd,XYZ Automotives,Chennai,Felixstowe,3,Greenline Agency,Bengal Marine,P. Desai,2,CIF,Sea,Export,LCL,11-05-2025,07-06-2025,11-05-2025,19-06-2025,35,27,8,Late Arrival
SHP116848,Bharat Steel,XYZ Automotives,Singapore,Mumbai,2,FastShip Ocean,Ocean Bridge,D. Sharma,1,DAP,Sea,Import,LCL,17-02-2025,04-03-2025,17-02-2025,16-03-2025,23,15,8,Late Arrival
SHP116849,Tata Motors Ltd,AmeriTech LLC,Kolkata,Los Angeles,3,Pacific Marine,Deko Freight,M. Tandon,2,DAP,Sea,Export,FCL,24-06-2025,01-08-2025,24-06-2025,31-08-2025,51,38,13,Late Arrival
SHP116850,Godrej Agrovet,AmeriTech LLC,Tuticorin,Kaohsiung,3,Value Carry Pvt Ltd,EuroLogistics,D. Sharma,2,CIP,Sea,Export,FCL,20-02-2026,16-03-2026,24-02-2026,09-04-2026,31,24,7,Late Arrival
SHP116851,Godrej Agrovet,Fresh Foods Inc,Mundra,Dallas,1,Greenline Agency,Bluedart Cargo,P. Desai,1,EXW,Air,Export,Parcel,18-07-2025,21-07-2025,20-07-2025,24-07-2025,4,3,1,Late Arrival
SHP116852,Tata Motors Ltd,Bharat Pharma Exports,Hong Kong,Mundra,1,Shree Logi Agency,Deko Freight,A. Joshi,1,CIF,Air,Import,Parcel,08-08-2024,11-08-2024,08-08-2024,11-08-2024,3,3,0,On Time
SHP116853,Godrej Agrovet,Star Imports Ltd,Frankfurt,Mumbai,1,FastShip Ocean,Gujarat Links,S. Kumar,1,CIF,Air,Import,Parcel,31-03-2026,03-04-2026,01-04-2026,04-04-2026,3,3,0,On Time
SHP116854,Reliance Exports,AmeriTech LLC,Nhava Sheva,Salalah,1,FastShip Ocean,Ocean Bridge,D. Sharma,1,FOB,Sea,Export,FCL,06-02-2026,21-02-2026,09-02-2026,26-02-2026,17,15,2,Late Arrival
SHP116855,Larsen & Toubro,Pacific Foods Ltd,Cochin,Yokohama,3,Greenline Agency,Bluedart Cargo,S. Kumar,2,CIP,Sea,Export,FCL,17-03-2025,23-04-2025,19-03-2025,04-05-2025,43,37,6,Late Arrival
SHP116856,Larsen & Toubro,Pacific Foods Ltd,Chennai,Colombo,1,Value Carry Pvt Ltd,EuroLogistics,A. Joshi,2,DAP,Sea,Export,FCL,01-03-2025,05-03-2025,03-03-2025,10-03-2025,7,4,3,Late Arrival
SHP116857,Reliance Exports,AmeriTech LLC,Kolkata,Hong Kong,2,Greenline Agency,Ocean Bridge,A. Joshi,2,FOB,Sea,Export,FCL,28-02-2026,09-03-2026,04-03-2026,24-03-2026,10,9,1,Late Arrival
SHP116858,Marico Ltd,XYZ Automotives,Yokohama,Visakhapatnam,2,Greenline Agency,Deko Freight,S. Kumar,2,DDP,Sea,Import,LCL,16-07-2024,07-08-2024,22-07-2024,15-08-2024,22,22,0,On Time
SHP116859,Godrej Agrovet,Pacific Foods Ltd,London,Chennai,1,GT Air Express,Ocean Bridge,A. Joshi,1,CIP,Air,Import,Parcel,16-12-2025,19-12-2025,16-12-2025,19-12-2025,3,3,0,On Time
SHP116860,Mahindra Agritech,Sun Drug Co Ltd,Cochin,Frankfurt,1,GT Air Express,Kanto Broker,A. Joshi,1,DAP,Air,Export,Parcel,04-02-2026,07-02-2026,04-02-2026,08-02-2026,4,3,1,Late Arrival
SHP116861,Tata Motors Ltd,Sun Drug Co Ltd,Tuticorin,Los Angeles,2,FastShip Ocean,EuroLogistics,P. Desai,1,FCA,Air,Export,Parcel,26-07-2025,31-07-2025,26-07-2025,02-08-2025,7,5,2,Late Arrival
SHP116862,Mahindra Agritech,Euro Retail GmbH,Valencia,Tuticorin,3,GT Air Express,Kanto Broker,M. Tandon,1,CIF,Sea,Import,LCL,24-08-2024,16-09-2024,27-08-2024,06-10-2024,23,23,0,On Time
SHP116863,Reliance Exports,Global Traders LLP,Visakhapatnam,Hong Kong,2,Greenline Agency,Bluedart Cargo,D. Sharma,1,EXW,Sea,Export,FCL,18-05-2024,03-06-2024,19-05-2024,06-06-2024,16,16,0,On Time
SHP116864,Max Pharma Ltd,XYZ Automotives,Nhava Sheva,Chicago,1,FastShip Ocean,Bengal Marine,V. Sinha,1,DDP,Air,Export,Parcel,13-03-2026,14-03-2026,13-03-2026,15-03-2026,2,1,1,Late Arrival
SHP116865,Bharat Steel,Global Traders LLP,Chennai,Yokohama,3,Pacific Marine,Bluedart Cargo,P. Desai,1,FOB,Sea,Export,FCL,14-09-2024,30-09-2024,15-09-2024,14-10-2024,27,16,11,Late Arrival
SHP116866,Bharat Steel,AmeriTech LLC,Chennai,Tanger Med,1,South Freight,Gujarat Links,M. Tandon,1,CIF,Sea,Export,FCL,08-09-2024,16-09-2024,12-09-2024,19-09-2024,7,8,-1,Early Arrival
SHP116867,Godrej Agrovet,ABC Imports Pvt Ltd,Felixstowe,Mumbai,3,South Freight,Bengal Marine,A. Joshi,1,FOB,Sea,Import,LCL,22-12-2025,27-01-2026,23-12-2025,15-02-2026,49,36,13,Late Arrival
SHP116868,Tata Motors Ltd,ABC Imports Pvt Ltd,Savannah,Visakhapatnam,3,Value Carry Pvt Ltd,Bluedart Cargo,S. Kumar,2,DDP,Sea,Import,LCL,28-10-2024,23-11-2024,30-10-2024,01-12-2024,27,26,1,Late Arrival
